,Num,Ra,Dec,Redshift,Eiso,Liso,Epeak,Duration,Gamma0(H),Gamma0(W),Phflux(15-150),alfa,beta,PhFlux(10-1000)
145,146,321.6347,5.4838,0.9353712276087808,3.9256306884156173e+52,8.652937629656972e+52,280.3506815692904,1.8419999999999999,214.517,82.26700000000001,97.79,-1.099,-2.469,137.247
146,147,19.9245,-10.5603,3.460928297175544,2.223512537349839e+52,6.195163456429673e+52,351.5617055454644,4.163,362.211,106.10799999999999,3.906,-0.895,-2.496,5.275
147,148,297.175,28.039,6.3064718596682265,8.107990046979134e+53,8.670528059293838e+53,1851.9247597505484,14.999,324.488,179.563,6.124,-0.937,-2.4619999999999997,8.997
148,149,208.3536,35.2784,0.5067550634646025,2.8051414137772645e+52,3.9922265505308044e+52,502.12597690494346,2.608,206.571,75.85300000000001,98.10700000000001,-0.805,-2.5869999999999997,152.217
149,150,38.3198,28.5231,0.7516945467078794,2.9733826326886213e+53,1.0305038448659692e+52,361.8125308678455,200.94099999999997,388.789,171.37599999999998,15.09,-0.9390000000000001,-2.49,21.569000000000003
150,151,15.9286,58.0107,0.7009291306227119,3.9059229616219855e+54,1.0850965993743888e+53,1151.4272853682978,145.683,165.331,148.864,67.786,-0.917,-2.516,116.74600000000001
151,152,312.9102,-63.0664,2.025529678599777,9.287830720067133e+52,5.266989253492728e+52,316.201650457522,14.504000000000001,874.329,242.30900000000003,10.459000000000001,-1.055,-2.469,14.42
152,153,168.4037,70.6246,2.84262307002776,2.5565191061978626e+52,3.626767616574616e+52,454.6878250033934,5.245,493.904,133.548,2.909,-1.169,-2.4219999999999997,4.091
153,154,33.4015,65.3326,2.1597869642093714,1.3440609350111802e+52,2.786159346411497e+52,256.0119477014037,5.3020000000000005,87.11399999999999,37.734,5.832999999999999,-0.9570000000000001,-2.612,7.896
154,155,333.5117,9.421,1.875801969351672,4.897192270115881e+51,9.368455899604956e+51,82.49329826207459,4.288,329.909,77.48,3.313,-1.002,-2.525,5.016
155,156,89.2594,2.6826,0.8246998769823971,4.68344422605298e+53,1.3811238798679328e+52,1886.2377335271194,191.377,166.127,104.87100000000001,3.845,-0.925,-2.464,7.0120000000000005
156,157,358.9432,-34.4481,2.9054593464026564,4.53656901088937e+53,5.828492682658945e+52,949.2344506295603,80.35600000000001,224.155,127.376,2.617,-0.865,-2.5,3.824
157,158,216.8957,-8.8219,0.8250839588921648,1.9567832014277542e+51,3.031931428523265e+51,45.378440549566704,4.1819999999999995,115.178,32.969,8.142000000000001,-0.986,-2.524,12.612
158,159,47.0522,44.0252,0.7094830572947868,4.763303243534229e+52,3.3904625487167053e+52,601.687368876634,8.25,348.814,117.485,38.445,-1.0,-2.451,58.923
159,160,190.7501,70.575,2.7093533815629134,7.019039743423654e+52,2.8870121197708285e+52,434.52591870117834,28.861,350.50800000000004,125.73200000000001,2.719,-0.8220000000000001,-2.557,3.65
160,161,85.1897,29.3203,1.001615747060123,9.563534061691006e+52,3.757853176951309e+51,81.27423343083042,138.041,250.828,105.914,6.263999999999999,-1.018,-2.571,9.009
161,162,128.4344,18.2414,1.5428552979619754,1.856103289302477e+53,9.281618048105664e+51,346.3580152673708,197.59900000000002,563.246,202.84599999999998,2.908,-0.887,-2.43,3.985
162,163,315.3493,67.0417,2.0970063246204784,8.23047512938027e+53,9.606142411579272e+52,1794.7461477225988,102.36,355.18199999999996,191.19299999999998,5.012,-1.012,-2.426,8.213
163,164,135.7996,-42.0137,0.8117844461331645,1.4645113461173102e+53,6.633384894338225e+51,499.98654924581695,126.06299999999999,61.81,44.695,7.066,-1.031,-2.552,10.460999999999999
164,165,347.3869,-24.2545,1.5136478857590727,6.295198588390601e+52,8.642161562205591e+51,316.29085632577477,49.446000000000005,209.96900000000002,87.742,3.234,-1.028,-2.499,4.463
165,166,214.9586,-17.391,0.2795445299617773,1.9839375523710407e+53,9.026412460699775e+50,374.2010214323944,1007.308,227.38299999999998,112.037,9.804,-0.797,-2.535,14.847999999999999
166,167,129.7747,59.8234,2.5184299202205,8.220936321945875e+52,5.323343765580671e+52,682.2629802967479,17.402,781.034,220.225,3.926,-0.9520000000000001,-2.397,5.587999999999999
167,168,53.5574,-41.6596,2.178005063145968,1.0520926860510749e+53,6.469949887808062e+52,727.5459553853882,19.154,691.596,211.59799999999998,6.0920000000000005,-0.9179999999999999,-2.441,8.832
168,169,40.7173,-45.6457,2.8328684484858035,7.180468713053316e+52,3.0512900874348405e+52,444.41898222062315,33.633,566.68,173.854,2.693,-1.077,-2.5580000000000003,3.7230000000000003
169,170,358.0011,-25.9974,0.9513759597353468,5.152807213376008e+52,2.670937383638046e+51,101.85669201384589,106.73,544.379,160.155,4.546,-1.046,-2.494,6.4110000000000005
170,171,158.4987,-64.0147,2.6730265123177026,2.312361552472964e+53,4.4751698253123595e+52,519.4860670066114,54.993,802.694,266.467,4.114,-0.953,-2.627,5.652
171,172,247.6824,2.5508,2.055696315337472,3.889592669022026e+53,3.277890201469379e+52,620.672949566279,112.73100000000001,169.035,102.85700000000001,4.155,-1.012,-2.472,5.947
172,173,212.8221,16.9997,1.9868223500926323,3.0746771928016467e+52,1.777714570267449e+52,404.8463414543212,14.98,115.74,52.347,3.2460000000000004,-0.9590000000000001,-2.513,4.4639999999999995
173,174,352.434,-33.2356,2.1748745452333287,9.804414000034259e+53,8.697462783385675e+52,1168.9703006924433,107.56299999999999,328.597,186.90099999999998,5.421,-0.9159999999999999,-2.406,8.45
174,175,355.5691,-10.7853,0.697260804434217,1.2635116759888522e+52,1.6466775366983163e+51,298.6699021657142,44.044,338.755,92.354,3.0810000000000004,-0.951,-2.401,4.3389999999999995
175,176,179.4678,-23.7966,1.1543705901356411,8.595793984840701e+52,1.0557911393941749e+52,619.2532904316976,71.905,91.676,53.18899999999999,4.383,-0.9420000000000001,-2.59,6.541
176,177,128.3957,-20.0177,0.6845640430818958,3.3713479594618635e+52,8.49137372996557e+50,124.41318283287758,155.29399999999998,570.373,153.936,2.8310000000000004,-0.856,-2.457,3.825
177,178,276.7977,-5.3887,4.7566092622844005,2.123314144166292e+53,1.409256277602103e+53,519.2495759100234,25.046999999999997,577.539,210.93900000000002,3.81,-0.976,-2.456,5.202000000000001
178,179,228.8651,-8.1993,1.214605668389244,8.711428797573856e+52,8.223472096145577e+52,325.93506845886367,5.627999999999999,235.388,99.955,49.141999999999996,-0.8079999999999999,-2.63,66.885
179,180,195.9733,60.7897,1.9335970074941893,2.5225732615746975e+53,2.642627788508477e+52,560.983910051836,109.161,127.822,79.429,4.814,-1.102,-2.758,6.86
180,181,190.7321,68.4613,2.1931150084644875,3.8597699849783614e+52,2.314043466410775e+52,194.1278142934224,17.86,335.028,110.428,5.031000000000001,-1.17,-2.608,7.102
181,182,119.1219,34.0133,2.5962698214317026,1.139476021088906e+52,2.435994910142079e+52,277.6996565073983,5.73,101.665,40.691,2.918,-1.022,-2.421,4.025
182,183,36.9418,-5.2347,1.7379743166184145,9.292208691068984e+52,2.6848759295816735e+52,265.4110611610121,30.133000000000003,253.37,106.118,8.075,-0.875,-2.492,10.864
183,184,230.2363,68.3979,1.2992121974522175,2.9746449863044506e+52,5.343539266891781e+52,565.0366572523297,3.343,84.04299999999999,42.056999999999995,16.045,-0.893,-2.39,23.534000000000002
184,185,257.1044,-1.9214,1.6971067178462462,6.216417817621787e+52,3.6807392095274185e+52,354.34423602470133,19.051,377.82599999999996,129.534,9.923,-1.028,-2.468,13.741
185,186,276.0561,-16.0384,1.4319748023234071,1.2448574223765098e+53,3.8000873238996853e+52,400.343734328706,21.658,79.866,51.605,15.440999999999999,-1.033,-2.715,21.596999999999998
186,187,295.5646,3.806,0.2408213406184627,1.116359981469837e+51,7.903006837024831e+49,16.295781867804596,55.278,312.032,58.349,3.2760000000000002,-0.9520000000000001,-2.481,5.7989999999999995
187,188,255.7138,-2.115,2.084828105492511,4.975875832302113e+53,7.923997113304809e+52,653.7344154827956,53.74,968.592,343.167,10.344000000000001,-1.089,-2.571,14.899000000000001
188,189,244.7625,50.5432,3.4162179828253163,1.5762020564957942e+52,8.865533198492804e+52,406.9991667905982,1.75,245.199,77.247,5.362,-1.085,-2.491,7.414
189,190,308.4774,-29.9764,1.8260223771612245,9.171653028365472e+53,2.895740520599429e+52,574.2423424122264,310.697,270.557,162.373,4.533,-0.831,-2.485,6.452000000000001
190,191,184.0204,-25.313,3.9013830508251273,1.1889994091903756e+54,3.1565865234557043e+53,1281.2151505174693,90.15799999999999,723.058,326.522,6.849,-0.998,-2.427,10.099
191,192,77.4045,-26.9303,0.786602304600758,2.6429620734493266e+52,2.2749892897200585e+51,221.5192012077369,69.813,103.76,47.457,4.68,-1.015,-2.645,6.417000000000001
192,193,351.446,63.1633,3.1234818583346886,1.1849647873364398e+53,6.035812155841633e+52,469.0498474654975,18.029,361.289,139.998,4.013,-0.99,-2.48,5.499
193,194,157.8474,-0.3131,2.3574822531471784,3.2851272242760775e+53,9.235974088157376e+52,2807.0701223327865,36.387,295.094,144.988,3.878,-1.215,-2.575,6.287000000000001
194,195,359.9782,-63.739,3.25274560696032,6.5504421707293584e+53,2.9385109421881655e+53,1699.4226063793067,30.576999999999998,595.0980000000001,259.64,8.052,-1.13,-2.438,12.399000000000001
195,196,6.04,-27.0412,1.3932928209161073,5.949689602672293e+52,1.8533226159236129e+53,727.9911893695274,2.502,233.803,93.37899999999999,53.629,-1.177,-2.563,80.163
196,197,208.3801,17.1033,3.6101515592382105,1.4064458076146401e+53,9.690234645279202e+52,812.0765160539465,17.174,1131.22,308.308,3.5610000000000004,-0.9840000000000001,-2.525,5.011
197,198,138.353,18.4495,1.3931716181210765,2.2188722509864774e+53,1.1328742403492925e+52,522.6005021737741,120.71600000000001,239.85299999999998,118.28200000000001,4.022,-1.119,-2.5989999999999998,5.817
198,199,150.0808,-26.1073,1.3335549468008767,1.0636560963518237e+53,1.5245577794528477e+52,240.13289515683002,39.446,850.549,243.332,9.343,-1.018,-2.623,12.745
199,200,314.3641,-42.3466,2.233126383948236,4.61307144690828e+52,2.328511974959904e+52,131.77996962196693,19.881,256.14099999999996,95.116,4.9319999999999995,-1.163,-2.4930000000000003,7.2170000000000005
200,201,83.0408,53.0567,2.9967677128663683,8.255833441553889e+53,5.292948857802078e+52,550.4146362827099,189.99599999999998,186.40200000000002,124.459,3.015,-0.9520000000000001,-2.32,4.181
201,202,206.5834,-61.3381,2.13652301597549,2.5620335763548815e+53,2.0178184268028917e+52,485.0081537649591,130.512,158.335,91.851,2.7110000000000003,-0.8540000000000001,-2.499,3.734
202,203,30.2981,46.4567,4.480626941452552,2.876863139755042e+53,2.1939644796683348e+53,417.6952036562149,29.344,877.533,293.26599999999996,7.364,-1.061,-2.458,10.196
203,204,2.4304,46.0212,1.8830304784253824,2.25946809392343e+53,4.833003277726749e+52,587.5087474745656,41.09,1102.432,327.971,8.6,-1.305,-2.4819999999999998,12.584000000000001
204,205,144.7262,56.7738,1.587398650496202,1.123794005236796e+54,7.009618348148388e+53,4115.7965006004015,17.048,344.719,197.405,27.675,-0.9490000000000001,-2.509,52.133
205,206,140.6038,21.1153,1.7262664337166187,5.326651908932049e+53,2.4575553594173244e+52,748.0017528028195,219.78400000000002,239.774,136.839,3.932,-1.022,-2.494,5.8229999999999995
206,207,101.8356,8.8161,0.4863108550838719,2.9129201542983725e+53,6.045195948519067e+52,1004.0645076234199,17.392,110.411,73.79,155.486,-1.272,-2.658,246.24599999999998
207,208,328.5946,-13.4086,2.9242310350858687,3.7886164643730712e+53,7.225351837663438e+52,568.2785737316891,53.305,415.089,186.398,5.375,-0.843,-2.7289999999999996,7.305
208,209,238.5267,-27.146,1.9917038424273952,1.696914248723659e+52,1.0198809010631753e+52,90.09191235348936,21.462,472.205,121.05,2.78,-0.992,-2.375,4.181
209,210,144.9406,15.8919,2.928887064335864,3.5967631474510414e+53,7.729688121701114e+52,713.8900184493845,51.868,550.33,223.015,4.106,-0.9,-2.4130000000000003,5.7860000000000005
210,211,204.6588,2.4984,6.0003017404078784,4.058858486155863e+53,8.887080269994845e+53,1026.9741632817618,10.512,355.50800000000004,170.046,10.975,-1.0190000000000001,-2.4859999999999998,15.277000000000001
211,212,339.6022,-15.4391,1.9220329174540145,1.3962376481404597e+55,9.24722011237973e+53,23172.692295453995,99.376,1582.1779999999999,829.717,5.55,-0.941,-2.6180000000000003,11.373
212,213,175.9705,-75.8707,1.7665842931039646,1.318937640692378e+51,7.410048130853085e+51,58.07535952586841,1.761,302.08799999999997,58.711999999999996,3.1839999999999997,-0.797,-2.569,5.083
213,214,305.7373,-26.3753,2.1372421450303065,4.1701261740560525e+53,4.6587760226508153e+52,488.9938719161523,65.74600000000001,1023.077,345.592,5.675,-1.1320000000000001,-2.275,8.075
214,215,83.5195,-26.7221,1.3028846196659425,2.2981584623986466e+53,2.4276895457143504e+52,339.6519330365501,56.126999999999995,116.25200000000001,73.411,12.578,-1.048,-2.574,17.525
215,216,57.6701,11.6507,1.642997731257843,1.906173266892002e+53,1.4008214001189908e+53,732.8957563990004,11.477,265.893,123.52799999999999,22.238000000000003,-0.92,-2.416,33.138000000000005
216,217,179.3076,8.175,0.8246335528014178,6.608502581575243e+52,3.85535425640478e+51,629.6671686974086,73.54,416.88199999999995,139.731,2.858,-0.904,-2.471,4.412
217,218,55.0971,-45.1455,0.6339433777495938,7.100129649177865e+52,7.223857893109625e+52,778.0978771149114,3.389,375.574,131.909,93.523,-1.091,-2.457,147.372
218,219,309.4459,18.5318,1.1481290570811509,8.076190837056692e+51,4.3834793513552326e+51,160.301975826518,11.065999999999999,247.196,69.475,3.955,-1.234,-2.4459999999999997,5.619
219,220,158.4519,14.8296,1.6326947524066653,7.812099500922962e+52,1.031887292637712e+52,157.49400018186284,57.036,247.033,101.367,4.55,-1.069,-2.537,6.362
220,221,112.9184,5.8172,1.5350428218416063,1.0735888168291205e+52,5.574772797630993e+51,113.2429011510998,11.370999999999999,332.07599999999996,88.695,2.736,-1.057,-2.38,3.9410000000000003
221,222,246.4723,2.6654,1.2725433541977562,2.7873268348846825e+52,5.891083335495579e+52,239.72799310671016,2.4819999999999998,692.8530000000001,169.782,34.882,-0.99,-2.415,47.831
222,223,6.3286,-63.2478,1.6842680904603382,8.482441221566545e+52,1.1067315027241077e+52,124.550092618937,64.972,466.24800000000005,156.951,4.725,-1.2429999999999999,-2.589,6.876
223,224,149.7202,-34.1071,2.328386740438221,2.388214799925518e+53,2.3210273863377529e+52,372.8557208362678,65.863,633.927,228.896,3.04,-1.05,-2.4130000000000003,4.205
224,225,68.3669,-38.7976,3.4822717627552104,5.160310585462533e+53,1.2635421770576673e+53,1590.8566048113073,49.869,281.485,151.47799999999998,2.897,-1.018,-2.4290000000000003,4.438
225,226,212.329,-41.0183,4.9493872880493495,6.09039111101297e+52,2.0605620101307795e+53,847.6627995195903,5.622999999999999,165.62099999999998,74.493,4.215,-1.097,-2.516,5.902
226,227,101.5123,65.5623,0.5369789687618808,4.983132805724298e+52,2.1341774344757065e+51,420.12481783245204,96.928,136.571,63.351000000000006,6.249,-0.991,-2.595,9.244
227,228,345.5214,43.8725,1.4666218839209817,6.517756635233612e+51,8.916612801830425e+51,303.0176851406633,5.277,128.47,43.333,3.5610000000000004,-1.022,-2.463,4.913
228,229,345.8185,18.5904,1.8700091026062151,1.731527548113573e+54,3.9778482496477725e+53,1638.1993360399474,44.898,441.184,250.083,23.714000000000002,-0.917,-2.362,39.745
229,230,315.4788,-48.8217,0.8276965463613052,1.2818695303760526e+51,2.0674901293957465e+51,66.572630064322,3.3739999999999997,116.061,30.881,5.462999999999999,-0.888,-2.491,7.898
230,231,0.6406,-25.9163,1.6799387635161862,1.3373999345030536e+52,1.1002349072571209e+52,51.27890328341872,8.448,128.965,48.973,4.626,-0.997,-2.447,7.544
231,232,328.1638,27.8103,1.888266493114552,3.9599391499745423e+52,2.514004329126787e+52,182.18727016813298,11.599,236.77700000000002,87.992,8.448,-1.002,-2.7119999999999997,11.583
232,233,40.579,-75.0702,1.2552605956356555,5.638194729603649e+53,4.019488757049856e+54,3104.274416907289,1.29,179.207,113.77,394.75,-1.023,-2.658,707.3439999999999
233,234,106.0991,34.6259,3.3969690247925475,1.6616919994922263e+52,8.667664917086027e+52,451.4920475025119,3.195,372.95099999999996,103.069,4.665,-1.104,-2.383,6.495
234,235,71.4339,-32.7095,3.606064633406053,8.184205677737747e+51,8.110947423062042e+52,244.73117920275445,1.944,70.081,30.049,4.789,-0.977,-2.3680000000000003,6.73
235,236,74.3934,-63.0499,3.773040520875988,1.9981115323641515e+54,1.2314866177161361e+53,1370.9467725992988,227.67,1319.969,531.797,2.937,-1.0959999999999999,-2.451,4.37
236,237,339.982,14.6158,2.0237709914511424,7.498646704075269e+52,2.536527428597121e+52,377.88531056496817,27.038,189.601,84.397,4.584,-1.117,-2.4530000000000003,6.404
237,238,308.5636,-3.9692,1.1038595152771118,8.534055765288391e+52,7.789492703012505e+51,228.60601604284986,64.688,803.7860000000001,225.88400000000001,6.851,-1.173,-2.472,9.607000000000001
238,239,318.0832,60.0848,2.052336017729695,3.87420785797709e+52,2.62822806564853e+52,497.34341274514884,11.618,355.00199999999995,114.846,3.6210000000000004,-1.018,-2.374,5.096
239,240,50.0634,34.1911,1.3964102035491774,8.00134876775249e+52,7.681187592233062e+51,276.03086853035904,55.588,132.722,67.26,3.975,-0.812,-2.6839999999999997,5.301
240,241,46.5169,-35.1948,2.898833144408053,1.544656897077794e+53,5.139558552225463e+52,423.0130270406544,33.047,1033.478,294.853,4.046,-1.097,-2.414,5.627000000000001
241,242,307.6865,38.6487,2.3527499935642857,3.1347519765551205e+53,6.704664213255527e+52,1747.3736200403705,46.16,244.27200000000002,126.82799999999999,2.6060000000000003,-0.9009999999999999,-2.4859999999999998,4.322
242,243,186.0026,33.8931,1.4739898714577182,3.071200347119377e+52,3.8424531235591855e+52,134.7740556479547,5.965,128.882,56.227,19.03,-1.0959999999999999,-2.339,27.122
243,244,211.1029,17.7203,1.1784073069272898,9.7788077511508e+52,6.754730668916686e+51,109.27389517778988,130.042,562.816,182.204,7.314,-1.078,-2.6180000000000003,10.337
244,245,288.6027,7.0097,0.9828949853616358,2.112226738966424e+52,6.945526595400415e+51,142.39895341918543,12.243,693.227,162.171,10.043,-0.88,-2.511,13.591
245,246,22.8634,-55.6724,0.7898647156997088,1.663465755098627e+51,1.129632989517032e+51,44.56227300066872,6.882999999999999,157.685,39.564,3.0260000000000002,-1.089,-2.408,4.711
246,247,194.4159,1.2267,1.1733597671757907,2.4848076443681888e+53,2.97525881207566e+52,393.16792198782565,48.833,178.886,99.12899999999999,16.4,-0.914,-2.544,23.031
247,248,132.9909,20.4657,1.9124752862022696,6.207402606634251e+53,2.4703538577728086e+52,746.857048439223,249.91400000000002,716.178,291.138,3.029,-0.938,-2.48,4.455
248,249,300.8665,30.0787,1.9504721670243723,9.991864313537256e+53,2.2870679905483386e+52,766.0846175207193,292.665,322.399,185.127,2.8339999999999996,-1.003,-2.526,4.168
249,250,210.7965,-79.9075,1.4079366978715004,7.891364776412018e+52,1.1677132225881172e+52,253.31959305533204,38.655,622.825,188.092,5.925,-1.069,-2.539,8.164
250,251,291.7764,10.108,1.954188212694259,6.706347477136654e+52,1.9259803024628666e+52,402.9054725658752,24.2,134.984,66.04899999999999,3.935,-1.037,-2.6189999999999998,5.443
251,252,352.9196,6.8249,1.9007341929495156,6.145318865970173e+52,3.97024816978736e+52,609.4299185785534,10.595999999999998,288.814,108.086,6.348,-1.119,-2.49,9.164
252,253,260.2547,-2.4701,4.050678758465825,4.7850576857125376e+52,1.283808549881072e+53,364.2535201615377,9.583,524.005,154.219,5.773,-1.042,-2.499,7.976
253,254,220.0618,25.5702,1.047777440845422,7.457874996496098e+52,5.48147110623927e+51,214.42192574596717,120.661,225.81,94.73899999999999,5.524,-1.0170000000000001,-2.4730000000000003,7.579
254,255,62.3838,12.3558,0.938797390183699,1.4645999436490945e+52,1.785269002009675e+51,93.63397293985021,53.196999999999996,317.775,90.705,3.406,-0.8320000000000001,-2.5380000000000003,4.7139999999999995
255,256,87.4925,-64.4305,0.9099774208033912,2.8001680829425684e+52,9.898052732660368e+51,386.72637745418257,20.25,134.66899999999998,57.013000000000005,9.783999999999999,-0.973,-2.572,13.947000000000001
256,257,287.8751,81.8354,1.3524664143944969,3.6081881133404554e+53,1.2160271604004066e+52,562.5419054687752,170.028,194.301,111.463,3.82,-0.986,-2.484,5.566
257,258,343.7057,6.2274,2.213387663739691,1.3195235596267088e+53,2.601654773049897e+52,379.7039358900641,41.693999999999996,501.793,177.42700000000002,4.2010000000000005,-1.131,-2.577,5.85
258,259,335.7764,41.5479,2.0419862038307697,6.697584230361321e+52,3.6478315354491016e+52,332.5629179847247,23.704,445.475,146.376,7.1739999999999995,-1.1340000000000001,-2.5069999999999997,9.994
259,260,240.0392,5.1796,1.4682323216184678,1.2190587279417953e+53,6.244226051591706e+51,119.95216392459378,143.767,116.76299999999999,66.243,3.5810000000000004,-1.085,-2.463,5.112
260,261,272.7144,10.7449,1.3221014100860693,3.930928955234417e+52,8.148521312500163e+51,233.74869567735473,27.879,364.305,117.12799999999999,4.968999999999999,-1.072,-2.552,6.84
261,262,60.4715,-52.4284,2.602684246797491,9.615699602082197e+52,3.7109742796381117e+52,596.358143115505,52.945,127.369,67.47399999999999,2.983,-0.8270000000000001,-2.541,4.127
262,263,205.2722,-15.1598,2.2226428670062046,2.107381928915248e+53,4.0931341712268683e+52,821.33545574693,46.826,245.86,119.22,3.445,-0.986,-2.4130000000000003,5.067
263,264,37.9918,49.4637,1.582973256459848,4.271437528887383e+53,3.252011086607328e+52,601.310252056922,102.36399999999999,211.37599999999998,121.264,7.059,-0.9009999999999999,-2.563,10.232000000000001
264,265,12.5818,39.853,0.8627269892274793,6.588000381320385e+52,6.223939762683199e+51,206.04997810453477,74.127,187.56599999999997,82.00299999999999,9.261000000000001,-0.963,-2.401,12.681
265,266,2.0361,45.8193,2.483854865386415,5.174550045549628e+51,7.769735753185757e+52,475.79055073835485,0.608,138.632,43.869,7.992999999999999,-1.068,-2.441,11.151
266,267,196.1321,-21.2587,2.153869231651385,4.2293601085072596e+52,4.0798918713768783e+52,233.6575967558276,13.245,204.218,80.607,8.298,-0.9640000000000001,-2.4930000000000003,11.338
267,268,90.2344,-11.7546,0.8212076644499655,3.896942613395886e+53,1.5210983886535225e+52,975.8837404361462,124.109,239.85,129.921,8.38,-0.899,-2.677,13.96
268,269,262.6156,43.4456,1.4760737396852206,1.687358724657346e+53,1.2762838774416014e+52,593.6202980696448,117.19200000000001,498.415,184.019,3.34,-0.97,-2.563,4.86
269,270,263.8145,64.7609,4.087383622158467,9.007173278820489e+52,1.2426932168487936e+53,775.4449047897818,15.698,152.691,75.319,3.7889999999999997,-1.25,-2.439,5.431
270,271,34.0946,-42.0107,1.0034901660693738,3.6232290368199587e+52,1.4647781699511598e+52,249.46790248126004,14.163,71.02600000000001,38.85,14.863,-1.084,-2.451,20.677
271,272,43.7044,-49.9018,2.1027669991796984,1.2426675004829951e+53,1.6952347163426397e+52,412.801458415404,86.904,356.06199999999995,139.747,2.9010000000000002,-1.01,-2.602,3.995
272,273,38.6014,-15.875,3.2106944140030875,1.760585844660192e+53,5.130347260423109e+52,624.4439191425105,44.91,398.67699999999996,159.695,2.62,-1.123,-2.377,3.702
273,274,110.3185,43.4799,1.8552962454963071,2.1092345638549715e+53,1.1078949173268669e+53,564.4607544937537,15.889000000000001,502.621,192.065,19.186,-1.156,-2.44,27.656999999999996
274,275,85.2836,6.537,1.7438842534417454,1.7761213636986413e+52,1.619508200266927e+52,328.8552147611745,11.755,44.519,25.266,4.407,-0.9790000000000001,-2.5140000000000002,6.0329999999999995
275,276,220.0396,-2.8944,1.7765742387246952,1.036264009677095e+53,1.5715765297529708e+52,341.5841245796495,78.082,261.849,110.462,3.761,-0.982,-2.421,5.172999999999999
276,277,72.3325,63.5872,1.0093047496899834,2.1254098076896373e+52,2.2968623156731723e+51,106.55415208165951,46.422,165.23,62.407,3.549,-0.865,-2.5380000000000003,4.887
277,278,19.7385,-32.5955,1.2749315396193348,1.5918932992925026e+53,1.0093699267456364e+52,381.1463298390308,89.551,382.51199999999994,152.762,4.925,-1.0390000000000001,-2.519,6.928999999999999
278,279,110.8545,-21.6223,2.3050912127948373,2.954584252179145e+53,3.172171988390729e+52,254.64370725604059,56.251999999999995,252.731,128.466,4.6530000000000005,-1.024,-2.327,6.454
279,280,183.4437,-46.7988,0.985316652455226,7.7976507704141e+52,4.5749256846772074e+52,866.5690234392343,8.521,103.619,56.783,21.86,-1.068,-2.5469999999999997,34.179
280,281,29.2752,-48.662,2.413244039686675,8.505529180543533e+51,2.569108580221077e+52,308.2288331400012,3.154,294.075,78.678,3.66,-1.0979999999999999,-2.505,5.0680000000000005
281,282,25.7507,34.6922,1.4133304128321855,1.3774300686407142e+52,4.230710617999831e+51,92.55287331484224,19.415,216.49099999999999,69.514,2.977,-0.99,-2.531,4.3069999999999995
282,283,138.3836,6.0096,0.633070165400639,5.33555833482378e+51,1.4504999571073825e+51,74.61609935086638,18.843,69.11399999999999,27.723000000000003,7.252999999999999,-0.8009999999999999,-2.505,10.088
283,284,98.0527,-32.2984,1.3798993280465517,7.37905566167733e+51,2.480890747438352e+52,291.2842506808475,1.9780000000000002,148.915,48.816,12.958,-0.912,-2.695,17.521
284,285,243.5685,1.8232,1.1611520343369033,5.5689440185358753e+51,2.5560598639014e+51,72.99806721189819,12.142000000000001,63.622,26.421999999999997,2.608,-1.0859999999999999,-2.392,3.887
285,286,149.2569,-81.2242,3.6280888758226535,9.697550426417918e+53,1.667344721451811e+55,3095.3943275536694,0.615,558.678,265.757,185.13400000000001,-0.9,-2.535,320.22
286,287,83.0009,13.7831,1.525400400261566,1.654658795576937e+53,2.718118812029337e+53,668.9717020554915,3.659,90.385,58.765,55.238,-0.9009999999999999,-2.477,81.742
287,288,324.871,-63.2033,1.8807332543611748,1.0737673460470282e+53,1.1379369974111824e+52,280.82016519789,63.714,401.286,147.702,3.0980000000000003,-0.9890000000000001,-2.642,4.204
288,289,108.7784,-22.4148,1.9912168572347373,3.642757280977126e+53,2.263526492620013e+52,568.8917021438613,206.688,424.796,188.058,3.377,-0.997,-2.546,4.791
289,290,129.1804,9.2673,1.8333753246725728,5.530336548665595e+52,3.441005226234373e+52,250.62865254742923,12.618,210.97099999999998,86.14,9.062000000000001,-1.063,-2.415,12.54
290,291,264.2471,-30.9285,2.103479475740965,1.1173274722468594e+53,1.8251699500059012e+52,346.8004784248682,36.348,379.079,143.14700000000002,3.042,-0.752,-2.469,4.062
291,292,138.4336,22.8619,3.2001047184731086,2.1732504474497e+53,4.0731151646074677e+52,369.2992383514285,87.48700000000001,300.11400000000003,136.87,2.91,-1.08,-2.476,4.026
292,293,201.4941,64.7226,2.4326119218921782,5.233808850217322e+53,9.917015001973489e+52,941.7502699932913,56.75899999999999,143.8,97.031,7.221,-1.021,-2.595,10.681
293,294,161.5099,-5.5022,2.1925991561741003,8.285321647992461e+52,3.4095671795170253e+53,312.9246728872591,2.168,303.53700000000003,117.434,55.153,-0.9890000000000001,-2.42,75.499
294,295,55.8997,-49.9134,1.7368809930339622,5.759654316645356e+52,1.9972819909963774e+52,325.09056788338364,30.701999999999998,501.86400000000003,154.546,5.5729999999999995,-1.131,-2.497,7.778
295,296,53.7451,-32.0749,0.8602401697912984,4.3797463496098593e+52,6.591408449658767e+52,182.47537992031388,2.6630000000000003,435.705,134.37,128.6,-1.0090000000000001,-2.733,174.521
296,297,164.3393,-49.2465,2.849085777048079,1.7911187009350961e+53,5.417432583926955e+52,714.6088047332324,32.45,161.234,87.584,3.195,-0.887,-2.496,4.5
